Path,Verified,Date,Publisher,Company,Description,Product,Product Version,File Version,Machine Type,MD5,SHA1,PESHA1,PESHA256,SHA256,IMP 
"c:\windows\system32\dhcpcmonitor.dll","Signed","5:47 PM 9/4/2019","Microsoft Windows","Microsoft Corporation","DHCP Client Monitor Dll","Microsoft® Windows® Operating System","6.1.7601.24498","6.1.7601.24498 (win7sp1_ldr_escrow.190712-1655)","64-bit","57CC1AC8CFB6F5243A8737249E15ACB3","44007E994D76C97119AB2F2CC2AE96C32E43E139","76FA29D59C352ABB496D7BF934D9AC9D40FC60A9","441D273E030273C4E0DC659D2E7DC45937B495E35301194E337B3552BCDAC879","953E5443C816918F389712707CC46007CFCCD48BA10B1409441994FFDBE671EA","9168B87E3204CCC1D506848AB22CAECE"
"c:\windows\system32\dhcpcore.dll","Signed","5:47 PM 9/4/2019","Microsoft Windows","Microsoft Corporation","DHCP Client Service","Microsoft® Windows® Operating System","6.1.7601.24498","6.1.7601.24498 (win7sp1_ldr_escrow.190712-1655)","64-bit","92286CCC501A4F588B2FAB8D1B6A236C","A59BCE58F8A8CA3D50B0AE03E724FDC54E713B20","5F846698365F457F401714CD9DF5F400E2DA5E92","0D1B440231C21B4B543B394D146C45D04FA847622375FF2B4AFCCF07DC1BDA50","9B96B92D9874DC8C24BD2B9DBB1C179175B36892B98C6638DCA0D5FA48D55A80","3CC4046F68F721A108B298B8EB43178E"
"c:\windows\system32\dhcpcore6.dll","Signed","5:47 PM 9/4/2019","Microsoft Windows","Microsoft Corporation","DHCPv6 Client","Microsoft® Windows® Operating System","6.1.7601.24498","6.1.7601.24498 (win7sp1_ldr_escrow.190712-1655)","64-bit","0750DA523B0153FFE09389D7CFA5E878","557941BC06DD1CDC2BA388DD132EC3773BC06139","260982D5B955F619BF48D2BA6271D13B83697F95","CC242CE09BDC27625F41522446E9F67A352F813614CBC487490937F428F4F951","C0C40928A10181FDF179202EEBBD15B8413ED49ABE5D1E7CA52EB61F8F43E1DB","E6154F711F027B9C9459C3E8556DB5B6"
"c:\windows\system32\dhcpcsvc.dll","Signed","5:47 PM 9/4/2019","Microsoft Windows","Microsoft Corporation","DHCP Client Service","Microsoft® Windows® Operating System","6.1.7601.24498","6.1.7601.24498 (win7sp1_ldr_escrow.190712-1655)","64-bit","81F13B97E5653FF78944F3B58120B395","6841E4C253FD23B79C5E16CDD119A55F67B7F699","4A8233106293CF3D6E82FF7C8DF65DBBE2824D23","A8EFFD3E7C301D16BBD3B3B404B606D86C1171C724BEE0CB42018711F20FBDD6","5AEB8B3D3172E7652D197D744963640D6FAD370FD709B259221689528CFACB53","F17020F0F66B64FBDF51C75B43F3729D"
"c:\windows\system32\dhcpcsvc6.dll","Signed","5:47 PM 9/4/2019","Microsoft Windows","Microsoft Corporation","DHCPv6 Client","Microsoft® Windows® Operating System","6.1.7601.24498","6.1.7601.24498 (win7sp1_ldr_escrow.190712-1655)","64-bit","8767D0E708B753D4E44ECD907F941B87","9B92B123935172547B7A843A3C95DF08A3C00A32","26E1FE43796DB25FED12BCD7EDBFF3D0A69E8277","3C5B8B6C34EF3966AC5551FF5C7EA1A946DA468867BA2B8F8F4339B8EE13EB98","96096AFF51A6DF93B88C03AD1CF8C0A6E28DC0071A02360D5AD077C8A24ABEF0","59B31E42F8FAE7B5809BA7FCAE732E0C"
"c:\windows\system32\DHCPQEC.DLL","Signed","10:17 PM 7/13/2009","Microsoft Windows","Microsoft Corporation","Microsoft DHCP NAP Enforcement Client","Microsoft® Windows® Operating System","6.1.7600.16385","6.1.7600.16385 (win7_rtm.090713-1255)","64-bit","CB06D9EDB2A0C225C25A3B33BEDF4DD7","C4AF0FB67BF67C22DB17481726061903617B9F25","A2361E077ED154DFA66798DEA06ECF31A1A3099A","41A0FA41815911AD5AB189E1F653F9D72DA6A5995323A3FD1ED6EE4C9DF0A47C","FE53B282B0D0C2E33093BFBF4C65FDF7E943E7C94FFCE8C6A586518B9FD04D79","2EC49B171FC209CA6B3317E365D3CC27"
"c:\windows\system32\dhcpsapi.dll","Signed","10:17 PM 7/13/2009","Microsoft Windows","Microsoft Corporation","DHCP Server API Stub DLL","Microsoft® Windows® Operating System","6.1.7600.16385","6.1.7600.16385 (win7_rtm.090713-1255)","64-bit","0296032676B3E989D8ED5258A13D515D","303696DE17C17BB45597F9128BADF62D1F98C470","5660BE0556A68BA627620E163EB84478CFE7AE9F","801C071FB04AD1988A01A8C21442473B2E0EAA707578EDCC530AE75AD39E2ACB","30FA9CCDBC42A3C0B50B5F2EFE3C260139E6BBDFBA408C09B128B31E7B6FE13D","BC04A147078889A3EE2E9F7850C256AE"
"c:\windows\system32\DiagCpl.dll","Signed","2:35 PM 11/20/2010","Microsoft Windows","Microsoft Corporation","Troubleshooting Control Panel","Microsoft® Windows® Operating System","6.1.7601.17514","6.1.7601.17514 (win7sp1_rtm.101119-1850)","64-bit","DC50B0FE1C3F654AC25B5484BF3A458C","D1C22C43D67D25AD607AAFAF97C485ADCCE35166","4A89B5724CAAD68B935577F879C565EEED9AABC1","B16F8AA302EDF2DF2A5B37479A399ADE4B3AB314DC4784AD4800505CFE7B5C0C","1DF1C724755B7E82254C0159DF6D82B77AC7F18439265FB938710B9BFDAAA586","335F99D1145E5AAC61119CA7AEDA895F"
"c:\windows\system32\diagperf.dll","Signed","2:35 PM 11/20/2010","Microsoft Windows","Microsoft Corporation","Microsoft Performance Diagnostics","Microsoft® Windows® Operating System","6.1.7601.17514","6.1.7601.17514 (win7sp1_rtm.101119-1850)","64-bit","4449D23E8F197862F1B16F1E6C89C36C","002DCB0CC8735557F08066FEECC1888A7B8E65E6","CAA402C2ADD53DB262CE06BCD41479B053637CA3","215DBB32DA1CF0C0571569C2F67E894C150F8241689A9F79D0E1355AB2A7D5A3","93AF52BF8E870C0381F027D3BB8F6829E449242074472F1593EB8172D7EB6559","15D50077F54A1FD2B191624E49C250B2"
"c:\windows\system32\diagtrack.dll","Signed","7:45 PM 11/11/2018","Microsoft Windows","Microsoft Corporation","Microsoft Windows Diagnostics Tracking","Microsoft® Windows® Operating System","10.0.10586.10007","10.0.10586.10007 (th2_release_d_bugfix.180808-1930)","64-bit","7DF76667FA6276EE94F3BEAA8105E1B3","B5F6BF40E61ADAB9676A8D4D153DFF4684976E1F","ED7BC8D72C2C00928495239113C84B2A800770D5","DB32FE505B8980259EBF262E6D5394A3BB65A7013E2DFE590C10B4C0D93C4DA0","199934460BED7F8A655EF70677CFED68F5F8091B22F834216B0B2B41B876721D","F398E6DF892604D501A05C1AAA5F81BC"
"c:\windows\system32\dialer.exe","Signed","10:17 PM 7/13/2009","Microsoft Windows","Microsoft Corporation","Microsoft Windows Phone Dialer","Microsoft® Windows® Operating System","6.1.7600.16385","6.1.7600.16385 (win7_rtm.090713-1255)","64-bit","46523E17EE0F6837746924EDA7E9BAC9","D6B2A9CC6BD3588FA9804ADA5197AFDA6A9E034B","D19E1BFD0A9B3782C78B3C58A3D1354F4FE4C4C0","9AB06AD5A5EA06C46390B69BF7180D1B0B179D4DFC9F94C0087B00197C5A06DC","23D8A6A1D847A324C556C30E10C8F63C2004AEB42AC3F5A5CA362077F1517382","96648322A0A95C4ACDBC21B115EEC331"
"c:\windows\system32\diantz.exe","Signed","10:17 PM 7/13/2009","Microsoft Windows","Microsoft Corporation","Microsoft® Cabinet Maker","Microsoft® Windows® Operating System","6.1.7600.16385","6.1.7600.16385 (win7_rtm.090713-1255)","64-bit","A3D66B0484909A52ECA74BA3D630F4FE","57837AB3E969D0506BCE06090B288198B1964DE9","DA25BA764D5F3C9F84C0C6F40FF4DC3E75DFA85F","675E92B928AA2735C5966A654DC937C7F65B6C39875648609622EDBBFF0074F4","2A94221A4B97EF56380ECE1C58E3E98835866354683E65190C61EE9B18611846","DCFBADA8880AFEAF7E0659AC463C922F"
"c:\windows\system32\difxapi.dll","Signed","2:35 PM 11/20/2010","Microsoft Windows","Microsoft Corporation","Driver Install Frameworks for API library module","Driver Install Frameworks API (DIFxAPI)","2.1","2.1","64-bit","F7CE0C81C545364020ED8203CF0A633E","BD4DC864F019314F27645DA3066515E76FBB8C40","754D216D64EEEF49038CF986625CBA51F5D13648","7A7200B900BE2A1D459D957ED3F8A6D171EE5E919DC98A4920D896E423DF45B9","24B47A7492B7048096AF87E26786E8108455ADBD1A374B6A0466DE008505B8A9","593C3B80A6F8FCBD2934A6B3A8B84DF5"
"c:\windows\system32\dimsjob.dll","Signed","10:17 PM 7/13/2009","Microsoft Windows","Microsoft Corporation","DIMS Job DLL","Microsoft® Windows® Operating System","6.1.7600.16385","6.1.7600.16385 (win7_rtm.090713-1255)","64-bit","E629F1A051C82795DDFFD3E8D4855811","F307237208ED4BF1EFBC09ADA806FE5CCCED4FAC","53343F0AD037717C5D182E023DC874D3B3BA55C4","9EBE23A6F21F1105111D3ADB8A05965B721CCAD21A79EEDD5A68BFD09D4A6A6E","6E4DFFEAB2795C98EA6DCAF10EA6D97413D0F8CA0C04869CB20B74FF4D6FE679","96272A33A64A3D7E5582E7A024B5C405"
"c:\windows\system32\dimsroam.dll","Signed","3:10 PM 4/14/2014","Microsoft Windows","Microsoft Corporation","Key Roaming DIMS Provider DLL","Microsoft® Windows® Operating System","6.1.7601.18409","6.1.7601.18409 (win7sp1_gdr.140303-2144)","64-bit","CF13522172342AD8196B329C15D68E23","3578F8730D863C96FB3AB33D016873C91B9878A7","3E071264F245D80BE805567C170C75FA15C90EB3","ACCA17C02CBA0D0DF0774CF68E231972DEF892EA6D70A69AFB447AEDCC8E234E","BBCEB53114B68B66CAF8188378299A784FA9716FDEBE86A06751B5F0C72B336D","8012DDBA019C123AA1674DD724E5768D"
"c:\windows\system32\dinotify.exe","Signed","10:17 PM 7/13/2009","Microsoft Windows","Microsoft Corporation","Windows Device Installation","Microsoft® Windows® Operating System","6.1.7600.16385","6.1.7600.16385 (win7_rtm.090713-1255)","64-bit","B175DF5E51116E07F34A6A3D754101E1","5C80C45CC1CBCE967A2FD40D0747DB4EE86AA8C6","8B0FDF1B82116EFD98E6835FA42C2943879CAF83","F2059236B0128DA109C6F56D44E6F32F09BAA82F32B4C001F8B07D6D82C43771","9BBA723E9B842251C5A73C8539A5CE50164CB7DC918C90B26A47FCC6FD5D2B05","F30C585637A163D4A4860AC0E5275507"
"c:\windows\system32\dinput.dll","Signed","2:35 PM 11/20/2010","Microsoft Windows","Microsoft Corporation","Microsoft DirectInput","Microsoft® Windows® Operating System","6.1.7600.16385","6.1.7600.16385 (win7_rtm.090713-1255)","64-bit","B1BBD0E2C7E1B98509C709CFB69BF35C","077E110D74B4D7FB59A423DE780DE0DA75276092","14D0D22ADB5E16DD93B19D716B3070F760DB394B","49CF675FA665618B17539EE38DC0D92D5E31F9AAFC629E89407A57C2B4185EA4","5A5EF2B6F238F66ADFDE3580C3125ADC116F5698A87E9611A5C34115F31BCE1D","ACDF0717EC6E3FE6B28D7F87BF4B2063"
"c:\windows\system32\dinput8.dll","Signed","2:35 PM 11/20/2010","Microsoft Windows","Microsoft Corporation","Microsoft DirectInput","Microsoft® Windows® Operating System","6.1.7600.16385","6.1.7600.16385 (win7_rtm.090713-1255)","64-bit","6E42D6759EF29A36BA321823494CCB35","E3641DB0C8448CD54976FC4049C11A7BDD647FF7","B66891ABC4CFB26AD3217A576336C3503EB5F2EA","3D9E2E87AD088631C266F2AB47E1E481EB381859C583E408C01C2CDC3CE9E547","567F08044E2C31375A31CD66016CB8F9E3226F3640C9AB82F9F4FE79FC09FC6A","E6F448E5AC9CD485C83B55A1D8EC108F"
"c:\windows\system32\diskcomp.com","Signed","10:17 PM 7/13/2009","Microsoft Windows","Microsoft Corporation","Disk Comparison Utility","Microsoft® Windows® Operating System","6.1.7600.16385","6.1.7600.16385 (win7_rtm.090713-1255)","64-bit","5A32F2F473E33AA8F5B31A5BB752860D","01DD7BFF2D92A73DFCFDCE08A9CCBFB5A17361C6","B1A0CD15056A4F4E167F9280A091B6001C2FDAFA","C6F953AE2C8225F1401BFFF0ECF3580B0B926D73B31E5FAC35F267784E569339","C07858E5688BC655185AC3B0933DC163C6A5F74E8599917D759FAA43B45600E5","808AFC17D3D287F82DC93EF8C2795340"
"c:\windows\system32\diskcopy.com","Signed","10:17 PM 7/13/2009","Microsoft Windows","Microsoft Corporation","Disk Copy Utility","Microsoft® Windows® Operating System","6.1.7600.16385","6.1.7600.16385 (win7_rtm.090713-1255)","64-bit","16760F5485D2C427E75A89D1F236BBD9","8017BE8C9E3744C255870D35F44C3C9FA50E2E03","32ADA86CA221B0C06C447EE63664E52179F5C880","92103CEFF5C30C6365EDC054A0C84F7282E1AF70932D0208AC7055C9AE355D9A","86FF1654FE2961085E1206EBC72724A63909851670CF1ED05488E2F7DCDF1693","9BBE30C740E1BE526AF581EE06BA26D8"
"c:\windows\system32\diskcopy.dll","Signed","10:17 PM 7/13/2009","Microsoft Windows","Microsoft Corporation","Windows DiskCopy","Microsoft® Windows® Operating System","6.1.7600.16385","6.1.7600.16385 (win7_rtm.090713-1255)","64-bit","2812E2C5C2057C785A8A53F3D43B8341","6761320C6CDC0870D1DF62C2C988A8D1622CBC6E","2DF82467FF3C833D7AFDB897D49EFE57DECEF5A6","E4B4595E23E4B94C5EB48A828AA519F9394C1854BBD92670D47913134DC01EDC","5EFDA3764C56268E5C42FE92F9C0E7FBA92B69299FCE7DC2BEA5EC5A316BC0EB","4EE432083F6326F6C9990467BD4491A7"
"c:\windows\system32\diskpart.exe","Signed","2:37 PM 11/20/2010","Microsoft Windows","Microsoft Corporation","DiskPart","Microsoft® Windows® Operating System","6.1.7601.17514","6.1.7601.17514 (win7sp1_rtm.101119-1850)","64-bit","FAEE5377E2B48FAAF3702E73DB8D6F58","54B9423352291517DB0DD5E1C1D529C88B415D46","997032EBCF5BD7896370E54FA63BA71F5DEC4110","849C3664434AF369345D6E2C0D0B6CB6B57568DBE0EA2C835098F54186F6E660","87DA156C063E5478D145543761B3F63CE662D98E90FD002E33D4861CFC81DCC4","B1A738F1E56EB28636AC6C071D2BF794"
"c:\windows\system32\diskperf.exe","Signed","1:45 AM 5/28/2015","Microsoft Windows","Microsoft Corporation","Disk Performance Configuration Utility","Microsoft® Windows® Operating System","6.1.7601.18869","6.1.7601.18869 (win7sp1_gdr.150525-0603)","64-bit","1B93381366141875D8EE7EC1085236B9","0F36604ECA734A2495A9E8458DB540B18F1E9611","DFE9964BCB47F0F9D08278A1028693E1E06F2628","40E6671704B1DCFFA43549F471E504D9A2ABA41320F34AC47FB1D2D78891362B","83C1D7579AC0369D530941AD49CC5940A352E2ABA5BCF16FD8CB6CFA4B2770ED","88CCE06DA0CBCB63F867DBD5F3EF4A7F"
"c:\windows\system32\diskraid.exe","Signed","2:37 PM 11/20/2010","Microsoft Windows","Microsoft Corporation","DiskRAID","Microsoft® Windows® Operating System","6.1.7601.17514","6.1.7601.17514 (win7sp1_rtm.101119-1850)","64-bit","2102EE1AC5A82401C93DDEE67B66EE67","5064A3917A9D3C93BFCBC2341993472B63876CB8","F9DD791700F9A4A8FEE758A6A7BE5B047D285C7A","D5D31ACD640A0AEA9C91F4C8198238321618537D022A5764FF8172D4D14117D3","4FD726E04ED329CD04201E6B4A145485809DAB0C9B05C620A46FFC5506FEFE01","A6C7BEED94E5774D8D6C066C893B07A9"
"c:\windows\system32\Dism.exe","Signed","5:47 PM 9/4/2019","Microsoft Windows","Microsoft Corporation","Dism Image Servicing Utility","Microsoft® Windows® Operating System","6.1.7601.24499","6.1.7601.24499 (win7sp1_ldr.190612-0600)","64-bit","F803AFF03EC218017C02C35D9C7F04C4","78D4D96A39FAC2D7FE968B2A950A1BA8C36620F9","CC8122B4EB4FA875344B2717CFD27F085F042010","D0FC5A7080F2AE71B5643BF456C2D59E4DC3200B5FA172216B751BE037939806","0A1BEC32950D2534DCFE7B1FECFBE25DDCC7D5D6A76DCFA1AB0D44BC0021B8A1","0877CF0FA324CC9812EC5CFF42E424D5"
"c:\windows\system32\dispci.dll","Signed","10:17 PM 7/13/2009","Microsoft Windows","Microsoft Corporation","Microsoft Display Class Installer","Microsoft® Windows® Operating System","6.1.7600.16385","6.1.7600.16385 (win7_rtm.090713-1255)","64-bit","894611A2264EE383F14C67660CE1D0F2","A1D74CE996D15DCD29D7457AC363818DC318CE5C","FF6ADCF2A32BC1BCA933F532AACB0A2D73AB6393","DFF251C3E99FCDB623313D266D0F31286CCF54D5D7A28D3951ABDEE156DDDDA3","E65C0DDD75930DD4C7606A2F1AD66B9CE4B7FC2216C4FFE30AC7092AD1A72CB5","A5834CF9F541781C31DF7063D3F45F2B"
"c:\windows\system32\dispdiag.exe","Signed","10:17 PM 7/13/2009","Microsoft Windows","Microsoft Corporation","Display Diagnostics","Microsoft® Windows® Operating System","6.1.7600.16385","6.1.7600.16385 (win7_rtm.090713-1255)","64-bit","81418288D97AD8FDDEE1A91538A85A6B","321A42EBCBEE9C7B0EDFD84598F2EEF0970986BB","9811C38B6F3670754365CFF5F24E1659DBF0C16E","E578263792642A5478C5874864AECF1B1E67A9C806DB2770E18B03904B28507D","0FF283972C2E825E7230AB3E6EB2D2C5C41008E7AEDF10F113BC7DDBF0757A30","0543D21E2966CED02073166DD84BF915"
"c:\windows\system32\dispex.dll","Signed","7:50 PM 11/11/2018","Microsoft Windows","Microsoft Corporation","Microsoft ® DispEx","Microsoft ® DispEx","5.8.7601.24288","5.8.7601.24288","64-bit","7E6096B0F76D75571C641B7DF0B1449E","DDF3DEDD8AD8B1462F3E00D8C903BDACD4B31BCA","B244DC3F945B53132151BA2294C76E78DE657919","C53381C14E13E6A6C39FE262FDB7632F3B258CE1A7DE5398AA2FDA92A33B3274","FEB5EFACF18F754614E82D986E5A045400AC9DD335382207B9ED3E4E43A1F718","3F2C2175AA6DD1A7EAA4D29C81579B67"
"c:\windows\system32\Display.dll","Signed","2:37 PM 11/20/2010","Microsoft Windows","Microsoft Corporation","Display Control Panel","Microsoft® Windows® Operating System","6.1.7601.17514","6.1.7601.17514 (win7sp1_rtm.101119-1850)","64-bit","F0074CEB72EA93608037C98A1F187DB5","BB4A53449DB297C6FD5C9EC23C37E032FB605626","2AD36AC0ED7C4EC0EB252FBDC866791F6D3B7A21","18DA1FA117E5E4A9647F699E83633E3C4C37AB4400A75124DD6E27CC06ECD3C5","CB32124357FC7251BB056425549F4918E02FC848CDB8D984806B7EC15CF9D132","D2EFF73B14841299834BD9AE69FDCA13"
"c:\windows\system32\DisplaySwitch.exe","Signed","10:17 PM 7/13/2009","Microsoft Windows","Microsoft Corporation","Display Switch","Microsoft® Windows® Operating System","6.1.7600.16385","6.1.7600.16385 (win7_rtm.090713-1255)","64-bit","B795E6138E29A37508285FC31E92BD78","D0FE0C38C7C61ADBB77E58D48B96CD4BF98ECD4A","C6F3E53BE2E277F634E98B5A093CB2A8FE4B3B4E","2042B0249EEFC05D7F14A22E0665A1CA8525C32FBB8AB66488E1D1D927C49146","01A9733871BAA8518092BADE3FCE62DCCA14CDF6FC55B98218253580B38D7659","C2FCD1EABEA55874356F99B16F4E4A53"
"c:\windows\system32\djctq.rs","Signed","2:27 PM 12/10/2012","Microsoft Windows","Microsoft","DJCTQ Ratings System","DJCTQ Ratings System","1.0.0.1","1.0.0.1","64-bit","65A8302C7551CFE45FAA2BC085C9E7E2","801DDB8A69E28C9A731B651E83BB2D215977A6B8","569BE9FBE3DD4EED5B8A0E650E7581254FB57274","8073CC243DE6CB6FC660CE2C76A99F521C38589D3AFFE91017E15B5936FD2FD1","3C5E97548843F7FFB08D04F834E959985583B711C8D5EFC53F360494FAF36908","n/a"
"c:\windows\system32\djoin.exe","Signed","2:37 PM 11/20/2010","Microsoft Windows","Microsoft Corporation","Unattended Setup Generic Command For Domain Join","Microsoft® Windows® Operating System","6.1.7601.17514","6.1.7601.17514 (win7sp1_rtm.101119-1850)","64-bit","3DA66EF520D45081DCFFDAECD3DE17C8","9D0F42E48275A9B48065EAE99B1C3E7902E3E7CF","AC2A0E2E245258B2D7E7F958B371719256C12586","24E4432CB8590EE28C26DB78FCF3D3C0D06CA42348C32CD49C7663FAB08162B0","018A3276FDF026B0E7D2C517187FEA52EC9DE254A9D933DCB51CCD7DA2FD817E","20FC8D03BC9547E4CFF953BD4FD58C99"
"c:\windows\system32\dllhost.exe","Signed","10:17 PM 7/13/2009","Microsoft Windows","Microsoft Corporation","COM Surrogate","Microsoft® Windows® Operating System","6.1.7600.16385","6.1.7600.16385 (win7_rtm.090713-1255)","64-bit","A8EDB86FC2A4D6D1285E4C70384AC35A","E977B87698C3E595D55827665E22FBF788DD3F9F","8B39EF1C9E9D3ED5CC3CF0DDCAA447CCE2A695E2","9A00E2E4B3D514C7D29B66243F31F9DC9AB22BDF86935FACD8716821A9CE056D","61B8955CE0A2AA9D0719920B30216717B349B6FBE11C697C31CFA84F859CC1AE","3D806EF1101283F4E5D20F0C4F83B8FD"
"c:\windows\system32\dllhst3g.exe","Signed","10:17 PM 7/13/2009","Microsoft Windows","Microsoft Corporation","COM Surrogate","Microsoft® Windows® Operating System","6.1.7600.16385","6.1.7600.16385 (win7_rtm.090713-1255)","64-bit","165D2E117447FCAA58E69CBA7A933C7C","66191EE63B41945B090556DADFB8D654B1033185","9555FC053DBDD657756F6D37B5142688E8D6AB38","CEBFF1EE8DF085EF136682E418449FE33FFB7B1CFAD1327D8F615A6002D2A4A1","B130482933737EB714680304CD080614F234E72F158ACC8F79440CAE57BA2485","3D806EF1101283F4E5D20F0C4F83B8FD"
"c:\windows\system32\dmdlgs.dll","Signed","10:17 PM 7/13/2009","Microsoft Windows","Microsoft Corporation","Disk Management Snap-in Dialogs","Microsoft® Windows® Operating System","6.1.7600.16385","6.1.7600.16385 (win7_rtm.090713-1255)","64-bit","F5FDC620E193B2C2F1CF0052FF73CEE1","D3BC9F333FFFD857D076022EB77CA2CF3F4D6852","BD4447227D38621AA4AB117D68DDA8567E53055B","4AF188F7642B0899F70F213439F87997BA3745088EEC1E1A15CE8FAED9CFF415","FA2EAB11679E842F64F149A6E0A8CA1BBDB7B8C7B7BE97128874E19DB63AC72B","3418465E8FCC5619DA7EFC48393FE46F"
"c:\windows\system32\dmdskmgr.dll","Signed","10:17 PM 7/13/2009","Microsoft Windows","Microsoft Corporation","Disk Management Snap-in Support Library","Microsoft® Windows® Operating System","6.1.7600.16385","6.1.7600.16385 (win7_rtm.090713-1255)","64-bit","70A137944582484C504C553903E53B61","F5F912DBBCA81DA57BB9332EEA917AD22C6E2166","FE3B03B9E9D5A0A897BE8FF5AAE551F8C150CA60","59394AFB9D556A4CFCFED537B5431D8FDC2A035560FC770FDED9AE2C899A61A0","E76CED44E5B1BBD51053AEEC5E85A68CE251B8C9F4FDCE0DC4E1E87055F359A6","43789D92BBB5B0FB886DDC1E36186C34"
"c:\windows\system32\dmdskres.dll","Signed","10:17 PM 7/13/2009","Microsoft Windows","Microsoft Corporation","Disk Management Snap-in Resources","Microsoft® Windows® Operating System","6.1.7600.16385","6.1.7600.16385 (win7_rtm.090713-1255)","64-bit","E30993EE3879E5C37935E59081F581B0","57AC4471E966696458C191F32AA882A57E6A6A8C","DFBB6BA5CCD52C7457552909AE7FE005BAE48EB7","C41236D242397A7A5109C701737A911053C31B6D5C0B1DF30FC1E40D25D3F80C","93E5FD64069FEA043683ADF662977933725EDC7004EBCC8502AA1B1CA4853288","n/a"
"c:\windows\system32\dmdskres2.dll","Signed","10:17 PM 7/13/2009","Microsoft Windows","Microsoft Corporation","Disk Management Snap-in Resources","Microsoft® Windows® Operating System","6.1.7600.16385","6.1.7600.16385 (win7_rtm.090713-1255)","64-bit","3E102498519596C6763B201EADC3F8F9","050A9E8CC70613FC9555F19589533C5A6932F817","B490B99B2A13AB739B24B68F25477DE05B270FBF","1984459855E7198B7822E94CF9CF97A4CAF7CA6D12567EFD65BE1FFE96502471","D2FAC0554AF8514F93DE2398893D464EB52F10E0144C6A3F69F06CD5AD1B3C45","n/a"
"c:\windows\system32\dmintf.dll","Signed","10:17 PM 7/13/2009","Microsoft Windows","Microsoft Corporation","Disk Management DCOM Interface Stub","Microsoft® Windows® Operating System","6.1.7600.16385","6.1.7600.16385 (win7_rtm.090713-1255)","64-bit","98C06BBA1948D2F7E13293D3B3A88530","EDA0BC934948EF1C310071BB8F53D7F8D5E46AB7","5E9DCAA3553398EE0731F09492B85A5D904EF8A2","B407FCA66D0BEB9AC0B288DDB1EE7581835F1BB24EE705BCB37648EBFC172FCB","BDFB26FF4AFE2175C37FC9F87F1E8E917EBA0B56F16977784363CE01D8D0243B","525106E62DF7DF1633E3657826FF975C"
"c:\windows\system32\dmloader.dll","Signed","2:35 PM 11/20/2010","Microsoft Windows","Microsoft Corporation","Microsoft DirectMusic Loader","Microsoft® Windows® Operating System","6.1.7600.16385","6.1.7600.16385 (win7_rtm.090713-1255)","64-bit","65C10D265F07E5F3A3AF44902B225208","78576C283CE0C92A17B65C95B578A3F9B0CEA7BD","72AF9A55955591E74009D16AEB30295AB9CB1843","CA4C447407DDC47BAD031583B625A4B6034748F1648A423A97E18897B5CD1CF1","1C82588F0E62001027F48C3FDA7CF1AD0E69DCC4ECD07D8A1CDD76B8DDCF294E","A063A19F77B11EF880FBA47C167D584C"
"c:\windows\system32\dmocx.dll","Signed","10:17 PM 7/13/2009","Microsoft Windows","Microsoft Corporation","TreeView OCX","Microsoft® Windows® Operating System","6.1.7600.16385","6.1.7600.16385 (win7_rtm.090713-1255)","64-bit","E174A933C46785AA3D65B34136735C11","47DB98E5C8B04AA86BBDE5C4A1B6F45FAC4AA38B","53C1BDD2357FBB6DEE010CE7E6D1938510450F8A","924325C9D275DE477D9835408BF0D1180EDBDC3F0A22FD38F4A64928657C524A","E302F10E4713C0BA08A8DF0ADC354FD2F935C3845AB3205BEB2DF7B23A297B4D","5D14A11CCABF3D207C909DA291014807"
"c:\windows\system32\dmrc.dll","Signed","10:17 PM 7/13/2009","Microsoft Windows","Microsoft Corporation","Windows MRC","Microsoft® Windows® Operating System","6.1.7600.16385","6.1.7600.16385 (win7_rtm.090713-1255)","64-bit","8D88F7083A9195BCF8B04C88E275A978","E00A21AB0563C33DF116EB276B70506189F3364C","500E735C931C4BB74868A7507C7C5B0F44F79E4B","E4EFDD73E75A165A9B8A5ED2DC2C9A3053B53BB81C6A4961A2464A6AD9A28E44","C64D9F29A25AE2FAB9998D489BEEACBEA0FB1218A2EBFEB693052874D40F7C9C","D0295229C3CB18603B4F8B569C3DC2B4"
"c:\windows\system32\dmsynth.dll","Signed","2:35 PM 11/20/2010","Microsoft Windows","Microsoft Corporation","Microsoft DirectMusic Software Synthesizer","Microsoft® Windows® Operating System","6.1.7600.16385","6.1.7600.16385 (win7_rtm.090713-1255)","64-bit","FC222E93DC5FFE62B401B18A0BF93B43","BE6220A1ADA8B56692D938A77B59F27E7729CAD6","EC92B5D63E39E64426E9830C768C2FB0DBCA9FD5","024F824C8B610BC1C5171B40A6BB388CF2EC1B336F2FB2DA6853EE987D48A0D1","327AB4A7BB1BDB3B0226CBCFEA637BB2C166E6AE5FAE5F91CD4CAEC5E261DDA5","6781041A2048319749F05A1B5A675230"
"c:\windows\system32\dmusic.dll","Signed","2:35 PM 11/20/2010","Microsoft Windows","Microsoft Corporation","Microsoft DirectMusic Core Services","Microsoft® Windows® Operating System","6.1.7600.16385","6.1.7600.16385 (win7_rtm.090713-1255)","64-bit","BD8D74C87F65EEA59BACE9E85DB7919D","AAF52DB3F10A0C8CD12398E5CD35807DC7C46786","F33147D4C4338EA64FFF5580345BE706EA52020D","B7C11A08BF9F43672BCE4074D1050633965822CE23A688685425982E1DA2530E","069176C1D7C707656BC5609DA6DBB3FA7BE2596A72D042E69A4E2D8FAC5FAABC","951480DB07B19B2C205042CC5118E2FD"
